datetime,item_category,ad_id,user_id,retailer_id,was_viewed,was_clicked,page_number,device_id,search_keyword
2023-01-03 02:40:44,"Home, Garden, Pets & DIY",215,268,4,False,False,5,2,garden tools
2023-01-03 04:25:35,Health & Beauty,34,170,4,True,False,8,2,hair dryer
2023-01-03 06:10:26,Electronics & Computers,141,498,9,True,True,1,3,tablet
2023-01-03 07:55:17,"Toys, Children & Baby",171,39,6,True,False,7,3,educational toy
2023-01-03 09:40:08,Electronics & Computers,62,455,8,True,False,7,3,camera
2023-01-03 11:25:00,Sports & Outdoors,118,139,4,False,False,7,1,outdoor tent
2023-01-03 13:09:51,"Toys, Children & Baby",221,292,3,False,False,1,3,baby stroller
2023-01-03 14:54:42,Health & Beauty,100,52,1,False,False,3,3,perfume
2023-01-03 16:39:33,Sports & Outdoors,22,287,7,True,True,2,3,running shoes
2023-01-03 18:24:24,"Films, TV, Music & Games",180,289,4,True,True,5,2,action movie
2023-01-03 20:09:15,"Home, Garden, Pets & DIY",180,141,8,False,False,2,3,pet food
2023-01-03 21:54:07,Health & Beauty,111,146,3,True,False,5,3,face moisturizer
2023-01-03 23:38:58,"Films, TV, Music & Games",164,425,1,True,False,5,1,adventure game
2023-01-04 01:23:49,Car & Motorbike,73,314,5,False,False,4,1,bike lock
2023-01-04 03:08:40,Health & Beauty,231,184,2,True,False,7,3,perfume
2023-01-04 04:53:31,Car & Motorbike,243,152,3,True,True,6,1,car tires
2023-01-04 06:38:23,"Toys, Children & Baby",147,201,6,False,False,2,1,toy robot
2023-01-04 08:23:14,"Films, TV, Music & Games",38,128,3,True,True,4,1,drama TV series
2023-01-04 10:08:05,"Home, Garden, Pets & DIY",70,287,3,False,False,7,2,garden tools
2023-01-04 11:52:56,Sports & Outdoors,116,311,6,False,False,9,3,running shoes
2023-01-04 13:37:47,Food & Grocery,239,253,5,True,False,9,3,cereal
2023-01-04 15:22:38,Electronics & Computers,79,489,9,False,False,3,3,headphones
2023-01-04 17:07:30,Books,185,266,1,True,True,1,1,non-fiction book
2023-01-04 18:52:21,"Home, Garden, Pets & DIY",148,188,3,True,True,9,1,paint
2023-01-04 20:37:12,"Films, TV, Music & Games",9,386,3,True,True,8,1,comedy film
2023-01-04 22:22:03,Food & Grocery,32,230,6,True,True,7,2,olive oil
2023-01-05 00:06:54,"Home, Garden, Pets & DIY",132,271,8,True,True,6,1,sofa
2023-01-05 01:51:45,"Films, TV, Music & Games",50,259,3,True,False,7,2,adventure game
2023-01-05 03:36:37,"Clothes, Shoes, Jewellery & Accessories",82,299,3,True,False,9,3,hat
2023-01-05 05:21:28,"Clothes, Shoes, Jewellery & Accessories",5,415,6,True,False,6,1,men's shoes
2023-01-05 07:06:19,Car & Motorbike,148,198,8,True,False,3,2,bike lock
2023-01-05 08:51:10,"Home, Garden, Pets & DIY",87,323,6,False,False,3,2,garden tools
2023-01-05 10:36:01,"Clothes, Shoes, Jewellery & Accessories",126,56,3,False,False,4,1,men's shoes
2023-01-05 12:20:53,"Films, TV, Music & Games",75,319,4,True,True,8,2,drama TV series
2023-01-05 14:05:44,Car & Motorbike,165,203,1,True,False,9,1,bike lock
2023-01-05 15:50:35,"Films, TV, Music & Games",22,271,8,True,True,8,2,drama TV series
2023-01-05 17:35:26,Car & Motorbike,186,109,4,False,False,2,3,bike lock
2023-01-05 19:20:17,"Home, Garden, Pets & DIY",68,116,6,False,False,4,3,garden tools
2023-01-05 21:05:08,Food & Grocery,221,92,3,True,True,4,3,olive oil
2023-01-05 22:50:00,Sports & Outdoors,44,138,6,True,True,2,1,yoga mat
2023-01-06 00:34:51,Health & Beauty,34,422,9,True,False,8,3,vitamin supplement
2023-01-06 02:19:42,Food & Grocery,77,303,9,False,False,3,3,coffee
2023-01-06 04:04:33,"Toys, Children & Baby",42,57,3,True,False,2,3,educational toy
2023-01-06 05:49:24,"Films, TV, Music & Games",137,50,3,False,False,7,1,action movie
2023-01-06 07:34:16,"Toys, Children & Baby",106,498,4,False,False,1,2,educational toy
2023-01-06 09:19:07,Food & Grocery,95,71,7,True,False,6,1,olive oil
2023-01-06 11:03:58,Car & Motorbike,135,399,3,False,False,3,1,motorcycle helmet
2023-01-06 12:48:49,Health & Beauty,68,402,8,True,False,3,3,face moisturizer
2023-01-06 14:33:40,Health & Beauty,147,82,8,False,False,5,2,hair dryer
2023-01-06 16:18:31,Books,234,372,6,False,False,3,3,fiction book
2023-01-06 18:03:23,Health & Beauty,222,105,4,True,True,4,3,perfume
2023-01-06 19:48:14,Sports & Outdoors,159,88,5,True,True,3,1,yoga mat
2023-01-06 21:33:05,Health & Beauty,128,2,2,False,False,7,1,vitamin supplement
2023-01-06 23:17:56,Food & Grocery,163,360,6,False,False,3,1,cereal
2023-01-07 01:02:47,Books,185,84,3,False,False,4,3,fiction book
2023-01-07 02:47:38,Food & Grocery,85,482,6,True,False,2,2,coffee
2023-01-07 04:32:30,Food & Grocery,189,43,5,True,False,2,2,coffee
2023-01-07 06:17:21,Electronics & Computers,159,154,2,True,True,9,3,camera
2023-01-07 08:02:12,Books,83,327,5,True,True,1,2,fiction book
2023-01-07 09:47:03,Food & Grocery,95,422,5,False,False,1,3,chocolate
2023-01-07 11:31:54,Electronics & Computers,181,94,9,False,False,1,2,laptop
2023-01-07 13:16:46,Electronics & Computers,32,298,8,False,False,3,3,tablet
2023-01-07 15:01:37,Books,66,133,7,False,False,2,2,romance novel
2023-01-07 16:46:28,"Toys, Children & Baby",187,395,3,False,False,3,1,toy robot
2023-01-07 18:31:19,Car & Motorbike,116,65,4,True,False,5,1,bike lock
2023-01-07 20:16:10,Sports & Outdoors,138,290,6,True,True,9,1,basketball
2023-01-07 22:01:01,Car & Motorbike,130,376,3,False,False,2,1,car tires
2023-01-07 23:45:53,Health & Beauty,194,257,9,False,False,1,3,face moisturizer
2023-01-08 01:30:44,Sports & Outdoors,60,467,8,False,False,6,2,basketball
2023-01-08 03:15:35,Health & Beauty,216,386,6,False,False,3,3,vitamin supplement
2023-01-08 05:00:26,Food & Grocery,17,213,4,False,False,7,1,olive oil
2023-01-08 06:45:17,"Films, TV, Music & Games",96,148,7,False,False,6,2,comedy film
2023-01-08 08:30:09,Books,144,61,3,False,False,7,3,fiction book
2023-01-08 10:15:00,Sports & Outdoors,16,471,8,False,False,5,1,basketball
2023-01-08 11:59:51,Sports & Outdoors,46,149,1,True,False,1,2,yoga mat
2023-01-08 13:44:42,Food & Grocery,167,88,3,False,False,3,2,cereal
2023-01-08 15:29:33,"Toys, Children & Baby",159,324,5,False,False,3,1,toy robot
2023-01-08 17:14:24,Electronics & Computers,107,383,5,True,True,7,1,smartphone
2023-01-08 18:59:16,Food & Grocery,88,396,2,True,True,3,2,coffee
2023-01-08 20:44:07,"Clothes, Shoes, Jewellery & Accessories",129,278,8,False,False,5,1,hat
2023-01-08 22:28:58,Electronics & Computers,139,404,5,True,False,4,3,smartphone
2023-01-09 00:13:49,Books,119,82,7,True,True,4,1,fiction book
2023-01-09 01:58:40,Electronics & Computers,85,129,7,False,False,7,1,headphones
2023-01-09 03:43:31,"Toys, Children & Baby",4,286,5,True,False,1,1,baby stroller
2023-01-09 05:28:23,Electronics & Computers,71,382,8,False,False,7,2,smartphone
2023-01-09 07:13:14,Books,154,353,9,False,False,8,2,non-fiction book
2023-01-09 08:58:05,"Toys, Children & Baby",111,280,4,False,False,3,1,toy robot
2023-01-09 10:42:56,Car & Motorbike,50,270,4,True,True,3,2,bike lock
2023-01-09 12:27:47,Sports & Outdoors,140,292,8,True,False,4,1,yoga mat
2023-01-09 14:12:39,Sports & Outdoors,95,453,1,False,False,6,3,basketball
2023-01-09 15:57:30,Health & Beauty,209,203,4,False,False,7,2,vitamin supplement
2023-01-09 17:42:21,Car & Motorbike,225,24,6,True,False,1,1,car tires
2023-01-09 19:27:12,Car & Motorbike,203,444,4,False,False,4,2,car tires
2023-01-09 21:12:03,Electronics & Computers,92,351,6,True,True,7,3,headphones
2023-01-09 22:56:54,Sports & Outdoors,224,311,5,True,False,2,3,yoga mat
2023-01-10 00:41:46,Books,65,461,9,True,True,1,1,fiction book
2023-01-10 02:26:37,"Home, Garden, Pets & DIY",47,208,9,True,True,1,2,pet food
2023-01-10 04:11:28,"Home, Garden, Pets & DIY",220,280,4,True,False,6,3,sofa
2023-01-10 05:56:19,"Toys, Children & Baby",181,205,4,True,True,5,2,toy robot
2023-01-10 07:41:10,Sports & Outdoors,106,152,8,False,False,1,1,basketball
2023-01-10 09:26:01,Sports & Outdoors,199,438,4,False,False,3,3,running shoes
2023-01-10 11:10:53,"Home, Garden, Pets & DIY",130,26,2,True,True,7,3,garden tools
2023-01-10 12:55:44,Sports & Outdoors,106,194,2,True,False,9,2,yoga mat
2023-01-10 14:40:35,Electronics & Computers,24,336,1,False,False,9,3,camera
2023-01-10 16:25:26,"Clothes, Shoes, Jewellery & Accessories",4,422,5,False,False,6,1,men's shoes
2023-01-10 18:10:17,"Films, TV, Music & Games",108,238,6,False,False,3,1,adventure game
2023-01-10 19:55:09,Car & Motorbike,19,321,9,False,False,1,3,car tires
2023-01-10 21:40:00,Health & Beauty,154,497,5,False,False,3,1,face moisturizer
2023-01-10 23:24:51,"Toys, Children & Baby",203,75,6,False,False,2,3,toy robot
2023-01-11 01:09:42,"Clothes, Shoes, Jewellery & Accessories",40,435,6,False,False,5,3,women's dress
2023-01-11 02:54:33,"Home, Garden, Pets & DIY",50,163,3,False,False,8,3,pet food
2023-01-11 04:39:24,Car & Motorbike,171,299,4,True,True,5,3,motorcycle helmet
2023-01-11 06:24:16,Sports & Outdoors,75,29,1,False,False,1,2,basketball
2023-01-11 08:09:07,Health & Beauty,237,165,4,True,True,3,3,vitamin supplement
2023-01-11 09:53:58,Sports & Outdoors,195,337,1,False,False,5,1,yoga mat
2023-01-11 11:38:49,Books,12,186,5,False,False,7,2,non-fiction book
2023-01-11 13:23:40,Books,195,54,8,False,False,5,1,non-fiction book
2023-01-11 15:08:32,Health & Beauty,234,295,8,False,False,5,3,perfume
2023-01-11 16:53:23,Health & Beauty,27,42,5,False,False,7,1,vitamin supplement
2023-01-11 18:38:14,"Home, Garden, Pets & DIY",113,412,2,True,False,8,2,sofa
2023-01-11 20:23:05,Health & Beauty,182,285,6,False,False,8,1,face moisturizer
2023-01-11 22:07:56,Electronics & Computers,194,427,1,True,True,7,2,smartphone
2023-01-11 23:52:47,Sports & Outdoors,49,387,7,True,False,3,3,yoga mat
2023-01-12 01:37:39,"Clothes, Shoes, Jewellery & Accessories",144,138,4,False,False,2,3,hat
2023-01-12 03:22:30,Food & Grocery,130,187,5,True,False,1,1,coffee
2023-01-12 05:07:21,Health & Beauty,60,490,6,False,False,6,1,face moisturizer
2023-01-12 06:52:12,"Toys, Children & Baby",182,398,1,False,False,9,3,educational toy
2023-01-12 08:37:03,Books,30,204,9,False,False,3,3,fiction book
2023-01-12 10:21:54,Electronics & Computers,84,431,4,True,True,5,1,smartphone
2023-01-12 12:06:46,Car & Motorbike,166,42,8,False,False,9,3,car tires
2023-01-12 13:51:37,Food & Grocery,28,350,5,True,False,9,2,chocolate
2023-01-12 15:36:28,"Clothes, Shoes, Jewellery & Accessories",25,416,8,False,False,7,2,men's shoes
2023-01-12 17:21:19,Food & Grocery,96,288,1,False,False,4,1,coffee
2023-01-12 19:06:10,Health & Beauty,125,426,8,True,False,2,1,hair dryer
2023-01-12 20:51:02,"Home, Garden, Pets & DIY",10,416,4,True,False,2,3,sofa
2023-01-12 22:35:53,Books,188,26,2,True,True,4,3,non-fiction book
2023-01-13 00:20:44,Books,42,371,6,True,False,1,2,fiction book
2023-01-13 02:05:35,Car & Motorbike,40,385,2,True,False,4,1,car wax
2023-01-13 03:50:26,"Home, Garden, Pets & DIY",225,56,5,True,False,6,1,garden tools
2023-01-13 05:35:17,Sports & Outdoors,77,253,2,False,False,6,1,yoga mat
2023-01-13 07:20:09,"Films, TV, Music & Games",105,122,3,True,False,7,1,adventure game
2023-01-13 09:05:00,Electronics & Computers,118,106,6,False,False,5,2,smartphone
2023-01-13 10:49:51,Books,42,130,1,False,False,9,2,mystery novel
2023-01-13 12:34:42,"Toys, Children & Baby",47,337,6,False,False,2,1,baby stroller
2023-01-13 14:19:33,Books,165,158,3,False,False,2,2,mystery novel
2023-01-13 16:04:25,Food & Grocery,208,376,7,False,False,4,1,cereal
2023-01-13 17:49:16,Books,237,231,2,True,True,4,2,fiction book
2023-01-13 19:34:07,Books,22,455,6,False,False,4,3,non-fiction book
2023-01-13 21:18:58,"Films, TV, Music & Games",185,308,8,False,False,1,2,drama TV series
2023-01-13 23:03:49,"Films, TV, Music & Games",212,91,1,False,False,4,1,action movie
2023-01-14 00:48:40,"Clothes, Shoes, Jewellery & Accessories",242,393,9,True,True,5,3,women's dress
2023-01-14 02:33:32,Sports & Outdoors,107,22,5,True,False,9,1,outdoor tent
2023-01-14 04:18:23,"Toys, Children & Baby",27,290,5,True,False,3,3,toy robot
2023-01-14 06:03:14,Books,41,110,5,True,False,3,3,non-fiction book
2023-01-14 07:48:05,Books,80,49,6,False,False,5,2,fiction book
2023-01-14 09:32:56,Electronics & Computers,162,129,2,True,False,6,2,smartphone
2023-01-14 11:17:47,"Films, TV, Music & Games",160,73,6,False,False,3,3,adventure game
2023-01-14 13:02:39,"Toys, Children & Baby",218,340,4,True,True,1,3,baby stroller
2023-01-14 14:47:30,Car & Motorbike,89,53,8,True,True,8,3,motorcycle helmet
2023-01-14 16:32:21,"Clothes, Shoes, Jewellery & Accessories",66,467,9,True,False,1,1,hat
2023-01-14 18:17:12,Sports & Outdoors,12,356,9,True,True,2,2,running shoes
2023-01-14 20:02:03,"Home, Garden, Pets & DIY",168,380,8,False,False,3,1,paint
2023-01-14 21:46:55,Sports & Outdoors,73,168,3,True,False,6,2,outdoor tent
2023-01-14 23:31:46,Food & Grocery,76,45,4,False,False,4,1,chocolate
2023-01-15 01:16:37,Books,90,452,1,False,False,4,2,romance novel
2023-01-15 03:01:28,"Clothes, Shoes, Jewellery & Accessories",201,393,9,False,False,9,3,women's dress
2023-01-15 04:46:19,Food & Grocery,10,105,5,False,False,6,3,coffee
2023-01-15 06:31:10,"Toys, Children & Baby",96,150,6,False,False,2,2,educational toy
2023-01-15 08:16:02,"Home, Garden, Pets & DIY",226,146,3,False,False,7,3,garden tools
2023-01-15 10:00:53,"Films, TV, Music & Games",176,204,8,False,False,3,3,action movie
2023-01-15 11:45:44,"Clothes, Shoes, Jewellery & Accessories",20,362,7,True,False,9,1,hat
2023-01-15 13:30:35,"Clothes, Shoes, Jewellery & Accessories",39,299,1,False,False,6,2,hat
2023-01-15 15:15:26,Books,60,167,5,True,False,8,3,romance novel
2023-01-15 17:00:18,Health & Beauty,66,201,9,True,True,1,2,face moisturizer
2023-01-15 18:45:09,"Clothes, Shoes, Jewellery & Accessories",65,134,6,False,False,2,1,women's dress
2023-01-15 20:30:00,Electronics & Computers,179,211,8,False,False,6,2,laptop
2023-01-15 22:14:51,"Home, Garden, Pets & DIY",124,48,1,True,False,3,1,paint
2023-01-15 23:59:42,"Home, Garden, Pets & DIY",164,126,7,True,True,1,1,pet food
2023-01-16 01:44:33,Electronics & Computers,152,239,3,False,False,6,1,smartphone
2023-01-16 03:29:25,Car & Motorbike,155,7,9,False,False,5,3,motorcycle helmet
2023-01-16 05:14:16,Electronics & Computers,130,464,6,True,False,9,1,headphones
2023-01-16 06:59:07,Electronics & Computers,159,453,5,True,False,6,2,tablet
2023-01-16 08:43:58,"Home, Garden, Pets & DIY",57,272,8,False,False,5,2,pet food
2023-01-16 10:28:49,Sports & Outdoors,78,385,8,True,False,1,3,basketball
2023-01-16 12:13:40,"Home, Garden, Pets & DIY",194,371,3,True,True,1,3,sofa
2023-01-16 13:58:32,Health & Beauty,29,37,2,False,False,1,1,vitamin supplement
2023-01-16 15:43:23,Books,15,487,2,True,True,7,1,romance novel
2023-01-16 17:28:14,Food & Grocery,12,211,5,False,False,6,1,cereal
2023-01-16 19:13:05,Sports & Outdoors,101,165,7,False,False,5,3,running shoes
2023-01-16 20:57:56,"Films, TV, Music & Games",156,125,8,False,False,4,3,drama TV series
2023-01-16 22:42:48,Food & Grocery,84,337,8,True,False,8,2,olive oil
2023-01-17 00:27:39,Books,125,192,8,False,False,8,1,non-fiction book
2023-01-17 02:12:30,Health & Beauty,103,218,3,True,True,5,1,perfume
2023-01-17 03:57:21,Health & Beauty,24,214,2,False,False,4,2,face moisturizer
2023-01-17 05:42:12,"Films, TV, Music & Games",149,62,4,False,False,2,2,drama TV series
2023-01-17 07:27:03,Sports & Outdoors,138,328,1,True,False,7,2,outdoor tent
2023-01-17 09:11:55,Car & Motorbike,110,445,3,True,True,5,2,motorcycle helmet
2023-01-17 10:56:46,Electronics & Computers,78,381,9,True,True,3,1,tablet
2023-01-17 12:41:37,Sports & Outdoors,101,161,7,False,False,9,3,basketball
2023-01-17 14:26:28,Car & Motorbike,146,66,7,True,False,9,1,car tires
2023-01-17 16:11:19,Health & Beauty,216,286,1,False,False,8,2,vitamin supplement
2023-01-17 17:56:10,"Home, Garden, Pets & DIY",142,239,7,True,True,1,3,paint
2023-01-17 19:41:02,Books,162,20,7,False,False,3,1,fiction book
2023-01-17 21:25:53,"Films, TV, Music & Games",128,188,4,False,False,2,2,action movie
2023-01-17 23:10:44,Books,58,82,7,False,False,4,3,fiction book
2023-01-18 00:55:35,"Toys, Children & Baby",76,363,8,False,False,2,3,baby stroller
2023-01-18 02:40:26,"Toys, Children & Baby",150,202,3,True,True,8,3,baby stroller
2023-01-18 04:25:18,Sports & Outdoors,198,408,2,True,True,1,1,basketball
2023-01-18 06:10:09,Health & Beauty,36,132,7,False,False,4,2,vitamin supplement
2023-01-18 07:55:00,Health & Beauty,173,37,5,False,False,5,1,hair dryer
2023-01-18 09:39:51,Electronics & Computers,164,132,5,True,False,4,1,headphones
2023-01-18 11:24:42,Electronics & Computers,22,77,5,True,True,8,1,headphones
2023-01-18 13:09:33,Electronics & Computers,206,89,7,True,True,2,3,tablet
2023-01-18 14:54:25,"Home, Garden, Pets & DIY",127,461,9,True,False,9,2,garden tools
2023-01-18 16:39:16,Food & Grocery,80,402,8,True,True,2,1,coffee
2023-01-18 18:24:07,"Clothes, Shoes, Jewellery & Accessories",189,253,6,True,True,2,2,women's dress
2023-01-18 20:08:58,Food & Grocery,100,344,7,False,False,2,3,coffee
2023-01-18 21:53:49,Books,184,194,9,True,False,8,1,romance novel
2023-01-18 23:38:41,Food & Grocery,217,176,6,True,True,3,2,cereal
2023-01-19 01:23:32,"Home, Garden, Pets & DIY",96,33,1,False,False,8,3,pet food
2023-01-19 03:08:23,Books,161,58,4,True,True,7,1,mystery novel
2023-01-19 04:53:14,Food & Grocery,173,467,8,True,False,4,1,coffee
2023-01-19 06:38:05,"Home, Garden, Pets & DIY",164,201,7,True,False,7,2,pet food
2023-01-19 08:22:56,"Clothes, Shoes, Jewellery & Accessories",148,28,3,False,False,8,2,men's shoes
2023-01-19 10:07:48,Food & Grocery,18,35,3,True,True,6,1,olive oil
2023-01-19 11:52:39,"Home, Garden, Pets & DIY",38,487,3,False,False,6,1,garden tools
2023-01-19 13:37:30,Electronics & Computers,195,125,1,True,False,3,3,laptop
2023-01-19 15:22:21,Health & Beauty,151,394,1,False,False,5,3,hair dryer
2023-01-19 17:07:12,Electronics & Computers,224,321,6,True,True,2,1,camera
2023-01-19 18:52:03,Health & Beauty,109,42,1,True,False,5,2,vitamin supplement
2023-01-19 20:36:55,"Films, TV, Music & Games",123,85,5,True,True,5,2,comedy film
2023-01-19 22:21:46,"Films, TV, Music & Games",144,393,4,False,False,7,1,action movie
2023-01-20 00:06:37,"Films, TV, Music & Games",187,188,5,True,False,4,3,action movie
2023-01-20 01:51:28,"Clothes, Shoes, Jewellery & Accessories",197,111,7,True,False,6,1,necklace
2023-01-20 03:36:19,Electronics & Computers,196,271,6,False,False,9,2,headphones
2023-01-20 05:21:11,Health & Beauty,149,483,9,False,False,4,1,face moisturizer
2023-01-20 07:06:02,"Home, Garden, Pets & DIY",104,441,6,False,False,6,1,sofa
2023-01-20 08:50:53,Books,243,325,9,True,False,9,3,non-fiction book
2023-01-20 10:35:44,"Home, Garden, Pets & DIY",206,105,4,False,False,1,2,pet food
2023-01-20 12:20:35,Books,231,406,1,True,False,8,2,non-fiction book
2023-01-20 14:05:26,"Toys, Children & Baby",223,320,1,False,False,1,1,board game
2023-01-20 15:50:18,"Home, Garden, Pets & DIY",206,41,7,False,False,4,2,garden tools
2023-01-20 17:35:09,Food & Grocery,198,215,3,True,False,3,2,chocolate
2023-01-20 19:20:00,Food & Grocery,140,71,2,True,False,4,2,coffee
2023-01-20 21:04:51,Sports & Outdoors,144,56,6,True,False,7,2,running shoes
2023-01-20 22:49:42,Electronics & Computers,81,407,6,True,False,9,3,headphones
2023-01-21 00:34:34,Books,237,236,7,False,False,9,3,romance novel
2023-01-21 02:19:25,Books,87,281,5,False,False,1,3,romance novel
2023-01-21 04:04:16,Electronics & Computers,142,475,8,False,False,1,3,smartphone
2023-01-21 05:49:07,"Clothes, Shoes, Jewellery & Accessories",61,105,7,True,False,9,3,necklace
2023-01-21 07:33:58,Sports & Outdoors,199,390,2,True,False,4,2,basketball
2023-01-21 09:18:49,"Clothes, Shoes, Jewellery & Accessories",46,375,1,False,False,3,1,hat
2023-01-21 11:03:41,"Clothes, Shoes, Jewellery & Accessories",32,162,9,False,False,9,1,hat
2023-01-21 12:48:32,"Clothes, Shoes, Jewellery & Accessories",15,191,5,True,True,5,3,necklace
2023-01-21 14:33:23,Electronics & Computers,44,9,5,False,False,6,2,smartphone
2023-01-21 16:18:14,"Clothes, Shoes, Jewellery & Accessories",145,60,4,False,False,1,3,men's shoes
2023-01-21 18:03:05,Food & Grocery,169,381,2,False,False,1,1,chocolate
2023-01-21 19:47:56,"Films, TV, Music & Games",54,305,5,True,False,7,2,action movie
2023-01-21 21:32:48,"Toys, Children & Baby",239,225,2,False,False,8,2,educational toy
2023-01-21 23:17:39,Books,44,307,7,True,True,8,2,non-fiction book
2023-01-22 01:02:30,Books,98,188,9,False,False,7,1,mystery novel
2023-01-22 02:47:21,"Toys, Children & Baby",5,70,9,True,True,9,1,toy robot
2023-01-22 04:32:12,Electronics & Computers,109,293,6,False,False,1,3,camera
2023-01-22 06:17:04,"Home, Garden, Pets & DIY",27,287,1,False,False,2,3,garden tools
2023-01-22 08:01:55,Electronics & Computers,116,482,6,False,False,3,1,laptop
2023-01-22 09:46:46,Books,87,169,5,True,True,5,3,fiction book
2023-01-22 11:31:37,Books,104,62,4,False,False,4,1,fiction book
2023-01-22 13:16:28,"Toys, Children & Baby",123,349,6,False,False,4,2,baby stroller
2023-01-22 15:01:19,"Clothes, Shoes, Jewellery & Accessories",206,442,6,True,False,8,3,men's shoes
2023-01-22 16:46:11,Electronics & Computers,79,14,6,True,False,8,1,tablet
2023-01-22 18:31:02,Health & Beauty,43,164,2,False,False,7,1,vitamin supplement
2023-01-22 20:15:53,"Toys, Children & Baby",97,420,7,False,False,1,1,baby stroller
2023-01-22 22:00:44,Food & Grocery,31,245,4,False,False,4,3,cereal
2023-01-22 23:45:35,Books,99,335,9,False,False,1,3,non-fiction book
2023-01-23 01:30:27,"Toys, Children & Baby",17,8,2,False,False,5,2,board game
2023-01-23 03:15:18,Electronics & Computers,220,154,5,True,False,3,3,tablet
2023-01-23 05:00:09,Books,83,36,4,False,False,3,3,romance novel
2023-01-23 06:45:00,"Home, Garden, Pets & DIY",110,48,9,True,False,4,3,paint
2023-01-23 08:29:51,"Toys, Children & Baby",182,85,4,True,True,2,2,baby stroller
2023-01-23 10:14:42,Sports & Outdoors,190,28,8,False,False,7,2,running shoes
2023-01-23 11:59:34,Books,215,196,8,True,True,4,2,fiction book
2023-01-23 13:44:25,Electronics & Computers,32,446,6,False,False,5,3,tablet
2023-01-23 15:29:16,"Films, TV, Music & Games",168,208,6,True,True,2,1,adventure game
2023-01-23 17:14:07,Health & Beauty,141,470,8,True,False,6,3,perfume
2023-01-23 18:58:58,Car & Motorbike,212,204,9,False,False,9,2,bike lock
2023-01-23 20:43:49,"Clothes, Shoes, Jewellery & Accessories",35,464,5,False,False,8,3,necklace
2023-01-23 22:28:41,Car & Motorbike,133,307,1,True,False,8,3,car wax
2023-01-24 00:13:32,Electronics & Computers,201,104,1,False,False,2,1,headphones
2023-01-24 01:58:23,Food & Grocery,29,230,2,False,False,4,1,olive oil
2023-01-24 03:43:14,Food & Grocery,70,426,5,True,False,8,3,cereal
2023-01-24 05:28:05,"Films, TV, Music & Games",153,101,4,True,False,1,2,drama TV series
2023-01-24 07:12:57,"Clothes, Shoes, Jewellery & Accessories",95,29,1,True,False,8,3,hat
2023-01-24 08:57:48,Sports & Outdoors,22,127,4,False,False,3,3,basketball
2023-01-24 10:42:39,"Films, TV, Music & Games",194,338,4,False,False,8,3,action movie
2023-01-24 12:27:30,Car & Motorbike,173,10,4,False,False,6,2,car tires
2023-01-24 14:12:21,"Films, TV, Music & Games",69,106,1,True,True,7,2,action movie
2023-01-24 15:57:12,Car & Motorbike,219,167,9,False,False,2,2,bike lock
